ID,phase,group,calcElo,rawGroomRate,rawAggRecRate,experimentDate,adjDate,fractionKept,animalID,groupcent_groom,groupcent_agRec,groupcent_elo
1,AI,SGE1,NSPF2_1,1240,6.67183673469388,0,2018-06-25,EnvChall,0.346666666666667,RAi10,3.1461406864564,-0.594388785817357,240
2,AZ,SGE1,SPF5_1,150,1.02188888888889,1.5,2018-09-24,EnvChall,0.351421188630491,RAz15,-0.146444697328908,1.03840682788051,-850
3,BI,SGE1,NSPF1_1,353,1.15096774193548,4.06451612903226,2018-09-26,EnvChall,0.314285714285714,RBi10,-1.71768034111976,3.15506117908788,-647
4,BM,SGE1,NSPF2_1,335,2.1584,2.62222222222222,2018-06-25,EnvChall,0.346666666666667,RBm7,-1.36729604823748,2.02783343640486,-665
5,BW,SGE1,SPF3_1,1539,1.67612121212121,0.0606060606060606,2018-10-11,EnvChall,0.471448275862069,RBw12,-0.74540606060606,-3.36969696969697,539
6,CG,SGE1,SPF5_1,1154,1.52626315789474,0.105263157894737,2018-09-24,EnvChall,0.351421188630491,RCg16,0.35792957167694,-0.356330014224751,154
7,CL,SGE1,NSPF3_1,647,3.96855,0.6,2018-06-21,EnvChall,0.218098627351296,RCl13,0.489326270653029,0.357261998426436,-353
8,CV,SGE1,NSPF5_1,954,7.97466666666667,0.333333333333333,2018-10-02,EnvChall,0.333795654184004,RCv9,2.49633003663004,0.137179487179487,-239.75
9,DJ,SGE1,SPF5_1,1382,1.39266666666667,0,2018-09-24,EnvChall,0.351421188630491,RDj15,0.22433308044887,-0.461593172119488,382
10,ED,SGE1,NSPF2_1,1170,4.73285714285714,0.122448979591837,2018-06-25,EnvChall,0.346666666666667,REd8,1.20716109461967,-0.47193980622552,170
11,ET,SGE1,SPF5_1,653,0.62827027027027,0.702702702702703,2018-09-24,EnvChall,0.351421188630491,REt12,-0.540063315947527,0.241109530583215,-347
12,FN,SGE1,NSPF5_1,1365,1.4412,0.0666666666666667,2018-10-02,EnvChall,0.333795654184004,RFn14,-4.03713663003663,-0.129487179487179,171.25
13,FW,SGE1,SPF5_1,1661,1.27257894736842,0,2018-09-24,EnvChall,0.351421188630491,RFw12,0.104245361150624,-0.461593172119488,661
14,FY,SGE1,SPF4_1,906,4.00587096774194,1.74193548387097,2018-10-09,EnvChall,0.445940078158923,RFy11,-0.194153225806452,0.454493087557604,-39.75
15,GA,SGE1,SPF3_1,975,3.21393939393939,2.12121212121212,2018-10-11,EnvChall,0.471448275862069,RGa13,0.792412121212121,-1.30909090909091,-25
16,GL,SGE1,SPF2_1,912,1.51362790697674,0.0930232558139535,2018-07-11,EnvChall,0.221613832853026,RGl11,0.63052381362157,-0.205705618951322,-88
17,GQ,SGE1,NSPF3_1,1121,2.16625,0,2018-06-21,EnvChall,0.218098627351296,RGq10,-1.31297372934697,-0.242738001573564,121
18,GU,SGE1,NSPF4_1,1391,4.87533333333333,0,2018-07-09,EnvChall,0.216575716234652,RGu10,0.78811452991453,-0.202564102564103,391
19,HT,SGE1,SPF1_1,1475,6.75716666666667,0,2018-06-27,EnvChall,0.469656992084433,RHt8,3.04596897163121,-0.971631205673759,475
20,IE,SGE1,NSPF1_1,845,2.88779310344828,0.482758620689655,2018-09-26,EnvChall,0.314285714285714,RIe6,0.019145020393029,-0.426696329254728,-155
21,IK,SGE1,NSPF3_1,734,1.6218064516129,0.516129032258065,2018-06-21,EnvChall,0.218098627351296,RIk6,-1.85741727773407,0.2733910306845,-266
22,IV,SGE1,NSPF4_1,626,3.15055555555556,0.5,2018-07-09,EnvChall,0.216575716234652,RIv8,-0.936663247863248,0.297435897435897,-374
23,JE,SGE1,SPF2_1,880,1.60573913043478,0.0434782608695652,2018-07-11,EnvChall,0.221613832853026,RJe11,0.722635037079608,-0.25525061389571,-120
24,JV,SGE1,SPF2_1,1176,0.546782608695652,0,2018-07-11,EnvChall,0.221613832853026,JVA,-0.336321484659522,-0.298728874765275,176
25,KK,SGE1,SPF2_1,336,0.251285714285714,1.35714285714286,2018-07-11,EnvChall,0.221613832853026,RKk13,-0.63181837906946,1.05841398237758,-664
26,LM,SGE1,NSPF3_1,1472,6.03326829268293,0,2018-06-21,EnvChall,0.218098627351296,RLm8,2.55404456333596,-0.242738001573564,472
27,LO,SGE1,NSPF3_1,1026,3.60624390243902,0.0975609756097561,2018-06-21,EnvChall,0.218098627351296,RLo9,0.127020173092053,-0.145177025963808,26
28,MG,SGE1,SPF4_1,1474,6.03051612903226,0,2018-10-09,EnvChall,0.445940078158923,RMg12,1.83049193548387,-1.28744239631336,528.25
29,MI,SGE1,SPF3_1,206,2.76181818181818,6.18181818181818,2018-10-11,EnvChall,0.471448275862069,RMi12,0.340290909090909,2.75151515151515,-794
30,MO,SGE1,SPF2_1,1696,0.498085106382979,0,2018-07-11,EnvChall,0.221613832853026,77_06,-0.385018986972196,-0.298728874765275,696
31,NN,SGE1,SPF4_1,361,3.245,3.21428571428571,2018-10-09,EnvChall,0.445940078158923,RNn10,-0.955024193548387,1.92684331797235,-584.75
32,PH,SGE1,NSPF2_1,889,1.26513636363636,0.227272727272727,2018-06-25,EnvChall,0.346666666666667,RPh7,-2.26055968460111,-0.36711605854463,-111
33,PT,SGE1,NSPF4_1,885,4.6445641025641,0.102564102564103,2018-07-09,EnvChall,0.216575716234652,RPt8,0.557345299145299,-0.1,-115
34,PZ,SGE1,NSPF5_1,1444,10.5640952380952,0,2018-10-02,EnvChall,0.333795654184004,RPz13,5.08575860805861,-0.196153846153846,250.25
35,QT,SGE1,SPF1_1,811,2.18495833333333,0.791666666666667,2018-06-27,EnvChall,0.469656992084433,RQt8,-1.52623936170213,-0.179964539007092,-189
36,QV,SGE1,NSPF1_1,1171,3.21286666666667,0,2018-09-26,EnvChall,0.314285714285714,RQv5,0.34421858361142,-0.909454949944383,171
37,RN,SGE1,NSPF2_1,1366,2.80025,0,2018-06-25,EnvChall,0.346666666666667,RRn9,-0.725446048237477,-0.594388785817357,366
38,RZ,SGE1,NSPF1_1,1244,3.06109677419355,0,2018-09-26,EnvChall,0.314285714285714,RRz6,0.192448691138302,-0.909454949944383,244
39,SD,SGE1,SPF1_1,432,2.84744680851064,3.19148936170213,2018-06-27,EnvChall,0.469656992084433,RSd4,-0.863750886524822,2.21985815602837,-568
40,SM,SGE1,NSPF1_1,1387,4.03051612903226,0,2018-09-26,EnvChall,0.314285714285714,RSm8,1.16186804597701,-0.909454949944383,387
41,SS,SGE1,SPF1_1,1435,4.8635,0,2018-06-27,EnvChall,0.469656992084433,RSs10,1.15230230496454,-0.971631205673759,435
42,TA,SGE1,SPF4_1,1042,3.51870967741935,0.193548387096774,2018-10-09,EnvChall,0.445940078158923,RTa11,-0.681314516129032,-1.09389400921659,96.25
