ID,phase,group,calcElo,rawGroomRate,rawAggRecRate,experimentDate,adjDate,fractionKept,animalID,groupcent_groom,groupcent_agRec,groupcent_elo
1,AI,SGE1,NSPF2_1,1384,10.4440408163265,0,2018-10-01,SingleCell,0.643636363636364,RAi10,3.70900163162235,-0.939282622139765,384
2,AZ,SGE1,SPF5_1,150,1.35511111111111,1.83333333333333,2018-10-09,SingleCell,0.522480620155039,RAz15,-0.431857655226076,1.2299522194259,-850
3,BI,SGE1,NSPF1_1,341,1.15096774193548,4.25806451612903,2018-10-05,SingleCell,0.357491289198606,RBi10,-2.12260593251761,3.29699666295884,-659
4,BM,SGE1,NSPF2_1,240,5.00568888888889,4.13333333333333,2018-10-01,SingleCell,0.643636363636364,RBm7,-1.7293502958153,3.19405071119357,-760
5,BW,SGE1,SPF3_1,1539,1.67612121212121,0.0606060606060606,2018-10-18,SingleCell,0.471448275862069,RBw12,-0.74540606060606,-3.36969696969697,539
6,CG,SGE1,SPF5_1,1072,1.71636842105263,0.105263157894737,2018-10-09,SingleCell,0.522480620155039,RCg16,-0.0706003452845561,-0.498117956012693,72
7,CL,SGE1,NSPF3_1,491,7.37325,2,2018-10-04,SingleCell,0.577020843924758,RCl13,1.90774659323367,1.34822974036192,-509
8,CV,SGE1,NSPF5_1,946,11.6784666666667,0.4,NA,SingleCell,0.452612112806288,RCv9,2.39063827838828,0.11025641025641,-250
9,DJ,SGE1,SPF5_1,1430,2.58210256410256,0.0512820512820513,2018-10-09,SingleCell,0.522480620155039,RDj15,0.795133797765377,-0.552099062625378,430
10,ED,SGE1,NSPF2_1,1083,7.9765306122449,0.244897959183673,2018-10-01,SingleCell,0.643636363636364,REd8,1.24149142754071,-0.694384662956092,83
11,ET,SGE1,SPF5_1,581,0.787945945945946,1.02702702702703,2018-10-09,SingleCell,0.522480620155039,REt12,-0.999022820391241,0.423645913119597,-419
12,FN,SGE1,NSPF5_1,1432,3.00906666666667,0.0666666666666667,NA,SingleCell,0.452612112806288,RFn14,-6.27876172161172,-0.223076923076923,236
13,FW,SGE1,SPF5_1,1767,2.49331578947368,0,2018-10-09,SingleCell,0.522480620155039,RFw12,0.706347023136497,-0.60338111390743,767
14,FY,SGE1,SPF4_1,830,4.51316129032258,1.74193548387097,2018-10-17,SingleCell,0.516717325227964,RFy11,-1.10161232718894,0.454493087557604,-115.75
15,GA,SGE1,SPF3_1,975,3.21393939393939,2.12121212121212,2018-10-18,SingleCell,0.471448275862069,RGa13,0.792412121212121,-1.30909090909091,-25
16,GL,SGE1,SPF2_1,800,4.36590697674419,0.418604651162791,2018-10-10,SingleCell,0.61671469740634,RGl11,1.6721165289307,-1.54896721074679,-200
17,GQ,SGE1,NSPF3_1,1159,2.9574,0,2018-10-04,SingleCell,0.577020843924758,RGq10,-2.50810340676633,-0.65177025963808,159
18,GU,SGE1,NSPF4_1,1534,12.0927179487179,0,2018-10-12,SingleCell,0.59106412005457,RGu10,3.04930769230769,-0.487179487179487,534
19,HT,SGE1,SPF1_1,1599,10.7401666666667,0,2018-10-03,SingleCell,0.695439125518281,RHt8,4.79212358156028,-1.45939716312057,599
20,IE,SGE1,NSPF1_1,842,2.88779310344828,0.482758620689655,2018-10-05,SingleCell,0.357491289198606,RIe6,-0.38578057100482,-0.478309232480534,-158
21,IK,SGE1,NSPF3_1,676,2.36535483870968,1.16129032258065,2018-10-04,SingleCell,0.577020843924758,RIk6,-3.10014856805665,0.509520062942565,-324
22,IV,SGE1,NSPF4_1,480,4.57233333333333,1,NA,SingleCell,0.59106412005457,RIv8,-4.47107692307692,0.512820512820513,-520
23,JE,SGE1,SPF2_1,899,4.42534782608696,0.304347826086957,2018-10-10,SingleCell,0.61671469740634,RJe11,1.73155737827347,-1.66322403582262,-101
24,JV,SGE1,SPF2_1,1315,2.1285652173913,0.0434782608695652,2018-10-10,SingleCell,0.61671469740634,JVA,-0.565225230422182,-1.92409360104001,315
25,KK,SGE1,SPF2_1,149,0.509642857142857,9.07142857142857,2018-10-10,SingleCell,0.61671469740634,RKk13,-2.18414759067063,7.10385670951899,-851
26,LM,SGE1,NSPF3_1,1631,9.45107317073171,0,2018-10-04,SingleCell,0.577020843924758,RLm8,3.98556976396538,-0.65177025963808,631
27,LO,SGE1,NSPF3_1,1043,5.18043902439024,0.0975609756097561,2018-10-04,SingleCell,0.577020843924758,RLo9,-0.285064382376083,-0.554209284028324,43
28,MG,SGE1,SPF4_1,1482,8.32554838709677,0,2018-10-17,SingleCell,0.516717325227964,RMg12,2.71077476958525,-1.28744239631336,536.25
29,MI,SGE1,SPF3_1,206,2.76181818181818,6.18181818181818,NA,SingleCell,0.471448275862069,RMi12,0.340290909090909,2.75151515151515,-794
30,MO,SGE1,SPF2_1,1837,2.03948936170213,0,2018-10-10,SingleCell,0.61671469740634,77_06,-0.654301086111359,-1.96757186190958,837
31,NN,SGE1,SPF4_1,359,3.80664285714286,3.21428571428571,2018-10-17,SingleCell,0.516717325227964,RNn10,-1.80813076036866,1.92684331797235,-586.75
32,PH,SGE1,NSPF2_1,827,3.25322727272727,0.318181818181818,2018-10-01,SingleCell,0.643636363636364,RPh7,-3.48181191197691,-0.621100803957947,-173
33,PT,SGE1,NSPF4_1,743,10.0202564102564,0.564102564102564,2018-10-12,SingleCell,0.59106412005457,RPt8,0.976846153846154,0.0769230769230769,-257
34,PZ,SGE1,NSPF5_1,1456,17.2028571428571,0,2018-10-15,SingleCell,0.452612112806288,RPz13,7.91502875457875,-0.28974358974359,260
35,QT,SGE1,SPF1_1,656,4.999125,1.58333333333333,2018-10-03,SingleCell,0.695439125518281,RQt8,-0.948918085106383,0.123936170212766,-344
36,QV,SGE1,NSPF1_1,1274,3.65233333333333,0,2018-10-05,SingleCell,0.357491289198606,RQv5,0.378759658880237,-0.961067853170189,274
37,RN,SGE1,NSPF2_1,1466,6.99570833333333,0,2018-10-01,SingleCell,0.643636363636364,RRn9,0.260669148629148,-0.939282622139765,466
38,RZ,SGE1,NSPF1_1,1156,3.77167741935484,0.0645161290322581,2018-10-05,SingleCell,0.357491289198606,RRz6,0.498103744901743,-0.896551724137931,156
39,SD,SGE1,SPF1_1,253,4.07034042553192,4.25531914893617,2018-10-03,SingleCell,0.695439125518281,RSd4,-1.87770265957447,2.7959219858156,-747
40,SM,SGE1,NSPF1_1,1387,4.90509677419355,0,2018-10-05,SingleCell,0.357491289198606,RSm8,1.63152309974045,-0.961067853170189,387
41,SS,SGE1,SPF1_1,1437,6.28225,0.0833333333333333,2018-10-03,SingleCell,0.695439125518281,RSs10,0.334206914893617,-1.37606382978723,437
42,TA,SGE1,SPF4_1,1112,5.81374193548387,0.193548387096774,2018-10-17,SingleCell,0.516717325227964,RTa11,0.19896831797235,-1.09389400921659,166.25
43,TM,SGE1,NSPF4_1,1372,7.22148717948718,0.153846153846154,2018-10-12,SingleCell,0.59106412005457,RTm13,-1.82192307692308,-0.333333333333333,372
44,TR,SGE1,NSPF4_1,871,11.3102564102564,0.717948717948718,2018-10-12,SingleCell,0.59106412005457,RTr13,2.26684615384615,0.230769230769231,-129
45,VT,SGE1,SPF3_1,1750,3.15872727272727,0,2018-10-18,SingleCell,0.471448275862069,RVt12,0.7372,-3.43030303030303,750
46,WM,SGE1,NSPF5_1,950,5.26092307692308,0.692307692307692,2018-10-15,SingleCell,0.452612112806288,RWm14,-4.02690531135531,0.402564102564103,-246
47,YR,SGE1,SPF3_1,530,1.2970303030303,8.78787878787879,2018-10-18,SingleCell,0.471448275862069,RYr14,-1.12449696969697,5.35757575757576,-470
48,YZ,SGE1,SPF1_1,1055,3.64833333333333,1.375,2018-10-03,SingleCell,0.695439125518281,RYz6,-2.29970975177305,-0.0843971631205673,55
